Two reactions fluxes result

Flux1 : Normalized atpYield
Flux2 : Normalized R_Biomass_Ecoli_core_w_GAM
Objective : Normalized sum

Flux1	Flux2	Objective
0.4	0.1	0.673086
0.4	0.15	0.662772
0.4	0.2	0.652459
0.4	0.25	0.642145
0.4	0.3	0.631831
0.4	0.35	0.621517
0.4	0.4	0.609145
0.4	0.45	0.595863
0.4	0.5	0.582582
0.4	0.55	0.569126
0.4	0.6	0.551778
0.4	0.65	0.513929
0.4	0.7	0.476079
0.4	0.75	0.43823
0.45	0.0	0.641261
0.45	0.05	0.631429
0.45	0.1	0.621115
0.45	0.15	0.610801
0.45	0.2	0.600487
0.45	0.25	0.590173
0.45	0.3	0.579859
0.45	0.35	0.567305
0.45	0.4	0.554024
0.45	0.45	0.540742
0.45	0.5	0.527407
0.45	0.55	0.510073
0.45	0.6	0.472224
0.45	0.65	0.434375
0.45	0.7	0.396526
0.5	0.0	0.589771
0.5	0.05	0.579457
0.5	0.1	0.569143
0.5	0.15	0.558829
0.5	0.2	0.548515
0.5	0.25	0.538201
0.5	0.3	0.525466
0.5	0.35	0.512184
0.5	0.4	0.498902
0.5	0.45	0.48562
0.5	0.5	0.468369
0.5	0.55	0.43052
0.5	0.6	0.39267
0.5	0.65	0.354821
0.55	0.0	0.537799
0.55	0.05	0.527485
0.55	0.1	0.517171
0.55	0.15	0.506857
0.55	0.2	0.496543
0.55	0.25	0.483626
0.55	0.3	0.470344
0.55	0.35	0.457062
0.55	0.4	0.443781
0.55	0.45	0.426664
0.55	0.5	0.388815
0.55	0.55	0.350966
0.55	0.6	0.313117
0.55	0.65	0.275267
0.6	0.0	0.485827
0.6	0.05	0.475513
0.6	0.1	0.465199
0.6	0.15	0.454885
0.6	0.2	0.441786
0.6	0.25	0.428504
0.6	0.3	0.415223
0.6	0.35	0.401941
0.6	0.4	0.38496
0.6	0.45	0.347111
0.6	0.5	0.309261
0.6	0.55	0.271412
0.6	0.6	0.233563
0.65	0.0	0.433855
0.65	0.05	0.423542
0.65	0.1	0.413228
0.65	0.15	0.399946
0.65	0.2	0.386665
0.65	0.25	0.373383
0.65	0.3	0.360101
0.65	0.35	0.343255
0.65	0.4	0.305406
0.65	0.45	0.267557
0.65	0.5	0.229707
0.65	0.55	0.191858
0.65	0.6	0.152763
0.7	0.0	0.381884
0.7	0.05	0.371388
0.7	0.1	0.358107
0.7	0.15	0.344825
0.7	0.2	0.331543
0.7	0.25	0.318261
0.7	0.3	0.301551
0.7	0.35	0.263702
0.7	0.4	0.225852
0.7	0.45	0.188003
0.7	0.5	0.149771
0.7	0.55	0.10929
0.75	0.0	0.329549
0.75	0.05	0.316267
0.75	0.1	0.302985
0.75	0.15	0.289703
0.75	0.2	0.276421
0.75	0.25	0.259846
0.75	0.3	0.221997
0.75	0.35	0.184148
0.75	0.4	0.146298
0.75	0.45	0.106297
0.75	0.5	0.065816
0.8	0.0	0.274427
0.8	0.05	0.261145
0.8	0.1	0.247863
0.8	0.15	0.234582
0.8	0.2	0.218142
0.8	0.25	0.180293
0.8	0.3	0.142443
0.8	0.35	0.103304
0.8	0.4	0.062823
0.8	0.45	0.022343
0.85	0.0	0.219305
0.85	0.05	0.206024
0.85	0.1	0.192742
0.85	0.15	0.176437
0.85	0.2	0.138588
0.85	0.25	0.100312
0.85	0.3	0.059831
0.85	0.35	0.01935
0.9	0.0	0.164184
0.9	0.05	0.150902
0.9	0.1	0.134733
0.9	0.15	0.096884
0.9	0.2	0.056838
0.9	0.25	0.016357
0.95	0.0	0.109062
0.95	0.05	0.093028
0.95	0.1	0.053845
1.0	0.0	0.050853

Experimental values
0.669837	0.166107	0.854912
0.734435	0.165272	0.854912
0.724276	0.147743	0.898753
0.725877	0.150247	0.909714
0.713289	0.152751	0.778189
0.680548	0.177792	0.701466
0.689051	0.166107	0.767228
0.718534	0.15609	0.832991
0.686069	0.144404	0.81107
0.744042	0.154421	0.920674
0.69794	0.159429	0.865872
0.695455	0.142735	0.81107
0.664647	0.146908	0.789149
0.705504	0.17028	0.789149
0.694075	0.172784	0.756268
0.708541	0.154421	0.843951
0.675579	0.146074	0.81107
0.709479	0.116859	0.986437
